audio,台語漢字,audioText,primaryTranslation,secondaryTranslation,learningSource,tags,learningSourceLink
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_37_08.mp3,我相信你嘛有同感。,Guá siong-sìn lí mā ū tông-kám.,我相信你也有同感。,I believe you have the same feelings.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_38_08.mp3,希望你會使成全我。,Hi-bāng lí ē-sái sîng-tsuân--guá.,希望你可以成全我。,I hope you can complete me.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_39_08.mp3,請逐家恬恬聽我講。,Tshiánn ta̍k-ke tiām-tiām thiann guá kóng.,請大家安靜聽我說話。,"Please, everyone listen to me.",MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_40_08.mp3,你緊來共我鬥跤手。,Lí kín lâi kā guá tàu-kha-tshiú.,你快來幫我。,Hurry up and come help me.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_41_08.mp3,啥人教你按呢做的？,Siánn-lâng kà lí án-ne tsò--ê?,誰教你這樣做的？,Why taught you to do it like this?,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_42_08.mp3,你陪我去彼爿好無？,Lí puê guá khì hit-pîng hó--bô?,你陪我去那邊好不好？,Can you go over there with me?,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_43_09.mp3,這个消息敢有確實？,Tsit ê siau-sit kám ū khak-si̍t?,這倜消息正確嗎？,Is this news accurate?,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_44_09.mp3,你莫閣學伊講話矣。,Lí mài koh oh i kóng-uē—ah.,你别再學他說話了。,Stop trying to speak like him.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_45_09.mp3,諾，原來是按呢喔！,"Hiooh, guân-lâi sī án-ne--ooh!",哦，原來是這樣喔！,Oh! So it’s like this.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_46_09-1.mp3,邀請伊來参加活動。,lau-tshiánn i lâi tsham-ka ua̍h-tāng.,邀請他來參加活動。,Invite her to attend the activity.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_47_09.mp3,你這个意見真寶貴。,Lí tsit ê ì-kiàn tsin pó-kuì.,你這個意見很寶貴。,Your opinion is highly valued.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_48_09.mp3,我毋知發生啥物代誌。,Guá m̄-tsai huat-sing siánn-mih tāi-tsì.,我不知道發生什麼事。,I don’t know what happened.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_49_09.mp3,我早就知影伊有問題。,Guá tsá tō tsai-iánn i ū būn-tê.,我早就知道他有問題。,I already knew way back that he has problems. ,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_50_10.mp3,咱千萬毋通拍歹感情。,Lán tshian-bān m̄-thang phah-pháinn kám-tsîng.,我們干萬不可以破壞彼此的威情。,We absolutely cannot damage our relationship with each other.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_51_10.mp3,恁兩个莫閣冤家矣啦！,Lín nñg ê mài koh uan-ke—ah--lah!,你們兩個人不要再吵了啦！,You two need to stop arguing!,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_52_10.mp3,我有接著你寄來的批。,Guá ū tsiap-tioh lí kià--lâi ê phue.,我收到你寄來的信了。,I receiver the letter you sent.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_53_10.mp3,個兩个人的感情真好。,In nñg ê lâng ê kám-tsîng tsin hó.,他們兩個人的感情很好。,Those two people have a great relationship.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_54_10.mp3,這件代誌毋著的人是你。,Tsit kiānn tāi-tsì m̄-tiöh ê lâng sī lí.,這件事情錯的人是你。,The person at fault on this matter is you.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_55_10.mp3,這件代誌我共伊回掉矣。,Tsit kiānn tāi-tsì guá kā i huê-tiāu--ah.,這件事我已經謝絕他了。,That matter is already taken care of ,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_56_10.mp3,你真正是娶著一个好某。,Lí tsin-tsiànn sī tshuā-tio̍h tsi̍t ê hó bóo.,你真的是娶到一個好老婆。,You truly married a great wife.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_57_11.mp3,伊苫勸逐家愛關心社會。,I khóo-khǹg ta̍k-ke ài kuan-sim siā-huē.,他勸告大家要關心社會。,He urged everyone to care about society.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_58_11.mp3,慢且是，等伊來才閣講。,"Ban-tshiánn-sī, tán i lâi tsiah-koh kóng.",等一下，等他來了再說。,"Wait a bit, wait for him to come to discuss.",MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_59_11.mp3,我無佮意伊做代誌的方式。,Guá bô kah-ì i tsò tāi-tsì ê hong-sik.,我不喜歡他做事情的方法。,I don't like the way he does things.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_60_11.mp3,我承認這項代誌是我毋著。,Guá sîng-jīn tsit hāng tāi-tsì sī guá m̄-tio̍h.,我承認這件事是我不對。,I admit that this is my fault.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_61_11.mp3,逐家咧開講，講甲笑咍哈。,"Ta̍k-ke teh khai-káng, kóng kah tshiò-hai-hai.",華大家在聊天，說得哈哈笑。,Everyone is chatting and laughing.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_62_11.mp3,聽你的腔口敢若是臺南人。,Thiann lí ê khiunn-kháu kánn-ná sī Tâi-lâm-lâng.,聽你的腔調好像是臺南人。,Your accent seems like it’s from Tainan.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_63_11.mp3,我共你當做是上好的朋友。,Guá ka lí tòng-tsò sī siōng hó ê pîng-iú.,我把你當做是最好的朋友。,I consider you my best friend.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_64_12.mp3,伊萬頊代誌攏愛人鬥相共。,I bān-hāng tāi-tsì lóng ài lâng tàu-sann-kāng.,他每件事都要別人幫忙。,He needs help with everything.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_65_12.mp3,你敢有聽著彼件代誌的風聲？,Lí kám ū thiann-tio̍h hit kiānn tāi-tsì ê hong-siann?,你有沒有聽到那件事情的消息？,Have you heard any news about this issue?,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_66_12.mp3,這件代誌咱有需要参詳一下！,Tsit kiānn tāi-tsì lán ū su-iàu tsham-siông—tsi̍t-ê!,這件事情我們需要商量一下！,We need to discuss this issue. ,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_67_12.mp3,無代無誌你是按怎會去惹伊？,Bô-tāi-bô-tsì lí sī-án-tsuánn ē khì jiá--i?,沒事你幹嘛去惹他？,Why bother him when there’s no problem? ,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_68_12.mp3,人咧叫你，你嘛共人應一下。,"Lâng teh kiò--lí, lí mā kā lâng ìn—tsi̍t-ē.",人家在叫你，你好万也回答一下。,"Someone’s calling you, you need to respond. ",MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_69_12.mp3,你出門在外，家己千萬愛細膩。,"Lí tshut-mn̂g tsāi guā, ka-kī tshian-bān ài sè-jī.",你出門在外，自己千萬要小心。,"You’re heading outside, you need to take care of yourself.",MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_70_12.mp3,兩个囡仔為著𨑨週物仔咧冤,Nn̄g ê gín-á uī-tio̍h tshit-thô-mih-á teh uan.,兩個孩子為了玩具而吵架。,Two kids are arguing over a toy.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_71_13.mp3,阿伯剺早。,A-peh gâu-tsá.,老伯早安。,"Good morning, dad! ",MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_72_13.mp3,你號做啥物名？,Lí hō-tsò siánn-mih miâ?,你叫什麼名字？,What’s your name?,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_73_13.mp3,伊是我的家後。,I si guá ê ke-āu.,她是我的妻子。,She’s my wife.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_74_13.mp3,伊蹛佇阮隔壁。,I tuà tī guán keh-piah.,他是我鄰居。,He’s my neighbor.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_75_13.mp3,這个因仔號名未？,Tsit ê gín-á hō-miâ—buē?,這個小孩命名了沒？,Has this child been named?,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_76_13.mp3,阮囝今年二十出頭矣,Guán kiánn kin-nî jī-tsa̍p tshut-thâu--ah.,我兒子今年二十多歲了。,My son is over 20 years old now.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_01_77_13.mp3,個兩个自小學就是同窗。,In nñg ê tsū sió-ha̍k tō-sī tông-tshong.,他們兩個人從小學就是同學。,Those two have been classmates since elementary school.,MOE_1,人際,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_02_01_14.mp3,頭前是死路。,Thâu-tsîng sī sí-lōo.,前面是死路。,Ahead is a dead end.,MOE_1,交通,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_02_02_14.mp3,船仔歇佇橋跤。,Tsûn-á hioh tī kiô-kha.,船停在橋下。,The boat’s parked under the bridge.,MOE_1,交通,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_02_03_14.mp3,這條小路真歹行。,Tsit tiâu sió-lōo tsin pháinn kiânn.,這條小路很難走。,This road is hard to move through.,MOE_1,交通,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_02_04_14.mp3,你欲行對佗位去？,Lí beh kiânn tuì tó-uī—khì?,你要往哪裡走？,Where are you headed?,MOE_1,交通,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_02_05_14.mp3,這合車猶會使騎。,Tsit tâi tshia iáu ē-sái khiâ.,這部車還能騎。,This car can still be driven.,MOE_1,交通,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_02_06_14.mp3,我的車票是拍往回的。,Guá ê tshia-phiò sī phah óng-huê--ê.,我的車票買的是來回票。,My ticket is round-trip.,MOE_1,交通,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_02_07_14.mp3,麻煩你斡對倒手爿去。,Mâ-huân lí uat uì tò-tshiú-pîng—khì.,麻煩你往左彎。,Please make a left turn.,MOE_1,交通,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_02_08_15.mp3,伊已經倒轉去下港矣。,I í-king tò-tńg-khì ē-káng—ah.,他已經返回南部了。,She already returned to the south.,MOE_1,交通,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_02_09_15.mp3,這條路傷狹，袂當相閃車。,"Tsit tiâu lōo siunn e̍h, bē-tàng sio-siám-tshia.",這條路太窄，無法錯車。,"This road is too narrow, there’s no way to pass. ",MOE_1,交通,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_02_10_15.mp3,市場離遮真遠，愛行真久。,"Tshī-tiûnn lī tsia tsin hn̄g, ài kiânn tsin kú.",市場距離這裡很遠，要走很久。,The market is very far from here. It’s a long walk.,MOE_1,交通,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_02_11_15.mp3,阮這个庄頭的交通真無方便。,Guán tsit ê tsng-thâu ê kau-thong tsin bô hong-piān.,我們這個村莊的交通很不便利。,Our village’s traffic is inconvenient.,MOE_1,交通,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_02_12_15.mp3,落雨天的時陣，這條路就變甲真歹行。,"Lo̍h-hoo-thinn ê sî-tsūn, tsit tiâu lōo tō piàn kah tsin pháinn kiânn.",下雨天的時候，這條路就變得很難走。,"When it’s rainy, this road becomes very difficult to go through. ",MOE_1,交通,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_01_16.mp3,這通食無？,Tse thang tsia̍h--bô?,這可以吃嗎？,Is this edible?,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_02_16.mp3,食了傷脹。,Tsia̍h liáu siunn tiùnn.,吃得太脹。,I'm too full.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_03_16.mp3,有幾項菜？,Ū kuí hāng tshài?,有幾道菜？,How many dishes are there?,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_04_16.mp3,我猶未食飯。,Guá iáu-buē tsia̍h pn̄g.,我還没吃飯。,I’m not full yet.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_05_16.mp3,共肉冰起來。,Kā bah ping--khí-lâi.,把肉冰起來。,Freeze the meat.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_06_16.mp3,伊上愛食炕肉。,I siōng ài tsia̍h khòng-bah.,他最喜歡吃炕肉。,He loves eating braised pork.,MOE_1,食物,temp
https://language.moe.gov.tw/upload/download/jts/03%E8%AA%9E%E5%8F%A51(%E9%9F%B3%E6%AA%94)/0301_03_07_16.mp3,我欲去買雞卵。,Guá beh khì bé ke-nn̄g.,我要去買雞蛋。,I'm going to buy eggs.,MOE_1,食物,temp
